data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
6248809,262,DJI87,87,2014-08-11,2014,1,Battles,Armed clash,Military Forces of Djibouti (1999-),,1,FRUD: Front of the Restoration of Unity and Democracy,,2,12,Eastern Africa,Djibouti,Tadjourah,Randa,,Day,11.7678,42.6579,1,Al Wahdah,International,A battle between Front of the Restoration of Unity and Democracy (FRUD) and the army leaves 5 soldiers dead and 7 wounded.,1,1572403696,DJI
6248811,262,DJI85,85,2014-08-11,2014,1,Battles,Armed clash,Military Forces of Djibouti (1999-),,1,FRUD: Front of the Restoration of Unity and Democracy,,2,12,Eastern Africa,Djibouti,Tadjourah,Randa,,Amisso Daba,11.8306,42.7069,1,Al Wahdah,International,A battle between Front of the Restoration of Unity and Democracy (FRUD) and the army leaves 5 soldiers dead and 7 wounded.,1,1572403696,DJI
5253951,262,DJI84,84,2014-08-08,2014,1,Protests,Protest with intervention,Protesters (Djibouti),USN: Union for National Salvation,6,Police Forces of Djibouti (1999-),,1,16,Eastern Africa,Djibouti,Djibouti,Djibouti,,Balbala,11.5619,43.1067,1,Reporters Sans Frontieres,Other,"A protest is organised in the district of Balbala Hayabley by members of the USN, a coalition of opposition parties. The police conducted some arrests at the protest.",0,1561469028,DJI
6248951,262,DJI83,83,2014-08-08,2014,1,Violence against civilians,Attack,Police Forces of Djibouti (1999-),,1,Civilians (Djibouti),Journalists (Djibouti),7,17,Eastern Africa,Djibouti,Djibouti,Djibouti,,Balbala,11.5619,43.1067,1,Alwihda (Chad),Regional,A reporter covering the protests in Balbala is arrested and severely beaten by the police.,0,1572403696,DJI
6248947,262,DJI82,82,2014-08-02,2014,1,Violence against civilians,Attack,Unidentified Armed Group (Djibouti),,3,Civilians (Djibouti),USN: Union for National Salvation,7,37,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Alwihda (Chad),Regional,Unidentified gunmen shoot at a prominent member of the opposition USN. He escapes unscathed.,0,1572403696,DJI
6248812,262,DJI81,81,2014-07-17,2014,1,Strategic developments,Other,Government of Djibouti (1999-),Police Forces of Djibouti (1999-),1,Military Forces of Djibouti (1999-),,1,11,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,3,Al Wahdah,International,"Coup/Military takeover: An attempted coup is foiled, leading to several arrests in the military.",0,1572403696,DJI
6120150,262,DJI80,80,2014-07-12,2014,1,Strategic developments,Agreement,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,2,Government of Djibouti (1999-),,1,12,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Nyamilepedia,New media,Agreement: Rebel leader Machar visits Djibouti to meet with President Ismail Omar Guelleh. Djibouti is one of the countries involved with the IGAD-led mediation talks aimed at resolving the South Sudan crisis.,0,1571164633,DJI
6248806,262,DJI79,79,2014-07-06,2014,1,Battles,Armed clash,Military Forces of Djibouti (1999-),,1,FRUD: Front of the Restoration of Unity and Democracy,,2,12,Eastern Africa,Djibouti,Tadjourah,Tadjourah,,Tadjourah,11.7853,42.8844,2,Al Wahdah,International,The Djibouti National Army fights against FRUD in an attempt to take over FRUD held territory. Casulties unknown.,0,1572403696,DJI
6248807,262,DJI77,77,2014-06-28,2014,1,Battles,Armed clash,Military Forces of Djibouti (1999-),,1,FRUD: Front of the Restoration of Unity and Democracy,,2,12,Eastern Africa,Djibouti,Tadjourah,Dorra,,Galeila,12.15,42.4,1,Al Wahdah,International,The Djibouti National Army fights against FRUD. No casulties reported.,0,1572403696,DJI
6248810,262,DJI78,78,2014-06-28,2014,1,Battles,Armed clash,Military Forces of Djibouti (1999-),,1,FRUD: Front of the Restoration of Unity and Democracy,,2,12,Eastern Africa,Djibouti,Tadjourah,Tadjourah,,Tadjourah,11.7853,42.8844,2,Al Wahdah,International,A clash between soldiers and FRUD leaves 1 soldier dead and 4 wounded.,1,1572403696,DJI
6248813,262,DJI76,76,2014-06-28,2014,1,Battles,Armed clash,Military Forces of Djibouti (1999-),,1,FRUD: Front of the Restoration of Unity and Democracy,,2,12,Eastern Africa,Djibouti,Tadjourah,Tadjourah,,Debel,11.8797,42.955,1,Al Wahdah,International,"A clash between soldiers and FRUD leaves 2 soldiers dead, 3 wounded and an army vehicle destroyed.",2,1572403696,DJI
6307422,262,DJI75,75,2014-05-24,2014,1,Explosions/Remote violence,Suicide bomb,Al Shabaab,,2,Civilians (Djibouti),,7,27,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Sabahi,Regional,Al-Shabaab on Tuesday (May 27th) claimed responsibility for a weekend suicide bombing at a restaurant in Djibouti popular with Westerners,3,1572403776,DJI
6306685,262,DJI73,73,2014-05-19,2014,1,Violence against civilians,Attack,Police Forces of Djibouti (1999-),,1,Civilians (Djibouti),USN: Union for National Salvation,7,17,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,RFI,International,USN meeting was violently dispersed by police and the office was ransacked.,0,1572403775,DJI
6312831,262,DJI72,72,2014-04-14,2014,2,Strategic developments,Other,Government of Djibouti (1999-),,1,,,0,10,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,TesfaNews (Eritrea),Regional,"Agreement: The Djibouti government has handed over 267 Eritrean ""prisoners of war"" (POWs) to the UNHCR. UNHCR will transfer the 267 Eritreans to Ali Adhee refugee camp located at the border between Ethiopia and Djibouti so that they will be considered as refugees.",0,1572403783,DJI
4884745,262,DJI70,70,2014-03-04,2014,1,Violence against civilians,Attack,Police Forces of Djibouti (1999-),,1,Civilians (Djibouti),USN: Union for National Salvation,7,17,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Reporters Sans Frontieres,Other,Djiboutian gendarmes used violence to break up a USN meeting in Balbala,0,1552577424,DJI
6306693,262,DJI67,67,2014-01-16,2014,1,Violence against civilians,Attack,Police Forces of Djibouti (1999-),,1,Civilians (Djibouti),,7,17,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,RFI,International,53 opposition activists were arrested at the headquarters of the Union for National Salavation by the security services; some of those arrested were injured; they were released later that day,0,1572403775,DJI
6307420,262,DJI66,66,2014-01-02,2014,1,Strategic developments,Arrests,Police Forces of Djibouti (1999-),,1,Civilians (Djibouti),Union for National Salvation,7,17,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,2,Sabahi,Regional,Djibouti security forces shut down opposition gathering (Union for National Salvation); 9 arrested; location not stated,0,1572403776,DJI
6257617,262,DJI65,65,2013-12-12,2013,1,Protests,Peaceful protest,Protesters (Djibouti),Women (Djibouti); Journalists (Djibouti),6,,,0,60,Eastern Africa,Djibouti,Djibouti,Djibouti,,Balbala,11.5619,43.1067,1,CPJ,Other,"Demonstration staged by women demanding land promised by government, journalist arrested for covering demonstration",0,1572403706,DJI
6307426,262,DJI63,63,2013-06-02,2013,1,Violence against civilians,Attack,Police Forces of Djibouti (1999-),,1,Civilians (Djibouti),USN: Union for National Salvation,7,17,Eastern Africa,Djibouti,Djibouti,Djibouti,,Balbala,11.5619,43.1067,1,Sabahi,Regional,"Djiboutian police stormed a house where members of the opposition Union for National Salvation (USN) were meeting in the Warabaley neighbourhood of Balbala on Sunday (June 2nd), arresting 13 people including USN President Ahmed Youssouf with the use of violence.",0,1572403776,DJI
5253937,262,DJI62,62,2013-05-15,2013,1,Violence against civilians,Attack,Police Forces of Djibouti (1999-),,1,Civilians (Djibouti),,7,17,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Reporters Sans Frontieres,Other,"Maydaneh Abdallah Okieh was the victim of violence during his detention at the police criminal brigade,"" the news agency reported. ""For the last 48 hours, Maydaneh has been subject to inhuman and degrading treatment in extreme and barbaric conditions.""",0,1561469028,DJI
4909677,262,DJI61,61,2013-03-09,2013,1,Violence against civilians,Attack,Police Forces of Djibouti (1999-),,1,Civilians (Djibouti),Journalists (Djibouti),7,17,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,CIVICUS,Other,"On 9 March 2014, Maydaneh Abdallah Okieh, the website editor of La Voix de Djibouti, was arrested at his home and charged with disturbing public order following his coverage of an opposition meeting. He was allegedly beaten by security forces while in detention",0,1552577493,DJI
5253935,262,DJI56,56,2013-02-26,2013,1,Riots,Violent demonstration,Rioters (Djibouti),USN: Union for National Salvation,5,Police Forces of Djibouti (1999-),,1,15,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,2,AFP,International,Opposition protestors alleging fraud in parliamentary elections said they clashed with police for a second day Tuesday in the strategic Horn of Africa nation of Djibouti.,0,1561469028,DJI
4910702,262,DJI57,57,2013-02-26,2013,1,Protests,Peaceful protest,Protesters (Djibouti),Students (Djibouti),6,,,0,60,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,2,Africa News,Regional,"Students from the University of Djibouti protested before the Supreme Court on Tuesday (February 26th), demanding the release of opposition leaders arrested Monday.",0,1552577494,DJI
6350842,262,DJI58,58,2013-02-26,2013,1,Riots,Violent demonstration,Rioters (Djibouti),,5,Police Forces of Djibouti (1999-),,1,15,Eastern Africa,Djibouti,Djibouti,Djibouti,,Balbala,11.5619,43.1067,1,Local Source,Subnational,"According to this interpretation, police used tear gas on several occasions to disperse demonstrators. One of the areas of highest tension, the spokesman said, is southwest of Balbala. Monitoring groups estimate that 6 people died in the clashes on 25th and 26th.",3,1574110449,DJI
5253934,262,DJI53,53,2013-02-25,2013,1,Riots,Violent demonstration,Rioters (Djibouti),,5,Police Forces of Djibouti (1999-),,1,15,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,2,AFP,International,"As demonstrators gathered on Monday afternoon, police charged the crowd using batons and tear gas with people scattering into neighbourhoods of Djibouti city, Farah said, adding that some 300 people had been arrested on Monday. Monitoring groups estimate that 6 people died in the clashes on 25th and 26th.",3,1561469028,DJI
4910797,262,DJI54,54,2013-02-25,2013,1,Protests,Protest with intervention,Protesters (Djibouti),USN: Union for National Salvation,6,Police Forces of Djibouti (1999-),,1,16,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Africa News,Regional,"Movement for Development and Liberty (Model) leaders Sheikhs Abdirahman Bashir and Abdirahman God were arrested for ""disturbing public order"" on Monday for protesting alleged fraud during last Fridays legislative elections.",0,1552577494,DJI
4913949,262,DJI52,52,2013-01-17,2013,1,Violence against civilians,Attack,Police Forces of Djibouti (1999-),,1,Civilians (Djibouti),MRD: Movement for Democratic Renewal,7,17,Eastern Africa,Djibouti,Djibouti,Djibouti,,Balbala,11.5619,43.1067,1,CIVICUS,Other,"The poet Farah Moussa Bouh, an MRD sympathiser, was arrested on 17 January 2013 at Balbala. He was beaten during the arrest along with his wife, Hawa Omar Abdillahi. Mr Bouh alleges he was subsequently tortured by police while in detention",0,1552577498,DJI
6311119,262,DJI51,51,2012-12-30,2012,1,Protests,Excessive force against protesters,Police Forces of Djibouti (1999-),,1,Protesters (Djibouti),,6,16,Eastern Africa,Djibouti,Obock,Obock,,Obock,11.9631,43.2906,1,States News Service (United States),International,"On 30 December 2012, Djiboutian security forces fired on peaceful young demonstrators in the city of Obock, killing a 14 year-old and seriously injuring many others",1,1572403781,DJI
5768134,262,DJI50,50,2012-11-08,2012,1,Battles,Armed clash,FRUD: Front of the Restoration of Unity and Democracy,,2,Military Forces of Djibouti (1999-) Presidential Security Unit,,1,12,Eastern Africa,Djibouti,Tadjourah,Randa,,Forest Day,11.7667,42.6581,1,Indian Ocean Newsletter,Regional,"About ten FRUD-arme rebels attacked the Day presidential residence, wounding 4 presidential guards",0,1567462156,DJI
5740595,262,DJI49,49,2011-04-08,2011,1,Protests,Peaceful protest,Protesters (Djibouti),UAD: Union for a Democratic Alternative Party,6,,,0,60,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Africa Research Bulletin,Other,"Union for a Democratic Alternative Party candidates boycott voting in elections, believing the process is corrupt or rigged against them. The candidates also held rallies encouraging their supporters to do the same.",0,1567462122,DJI
5740738,262,DJI48,48,2011-04-08,2011,1,Protests,Peaceful protest,Protesters (Djibouti),FRUD: Front of the Restoration of Unity and Democracy,6,,,0,60,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Africa Research Bulletin,Other,"FRUD party boycotts voting, believing the electoral system is rigged against them.",0,1567462122,DJI
4948278,262,DJI47,47,2011-03-11,2011,1,Protests,Peaceful protest,Protesters (Djibouti),National Democratic Party,6,,,0,60,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Reuters,International,"Opposition parties call for a boycott of national elections, claiming the voting system is ""rigged"". Leaders of both groups were briefly detained by authorities.",0,1552577538,DJI
5740758,262,DJI46,46,2011-02-19,2011,1,Protests,Peaceful protest,Protesters (Djibouti),,6,,,0,60,Eastern Africa,Djibouti,Djibouti,Djibouti,,Balbala,11.5619,43.1067,1,Africa Research Bulletin,Other,Anti-regime protests occur in suburban Djibouti City. No report of police intervention or violence.,0,1567462122,DJI
5253932,262,DJI44,44,2011-02-18,2011,2,Protests,Excessive force against protesters,Police Forces of Djibouti (1999-),,1,Protesters (Djibouti),,6,16,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,AFP,International,"5,000+ youth and opposition protesters, calling for an end to the regime of President Guelleh, clash with police. One death reported, arrests made. The event lasted two days.",1,1561469028,DJI
5741029,262,DJI45,45,2011-02-18,2011,1,Protests,Excessive force against protesters,Protesters (Djibouti),UMD: Union for Democratic Movement Party; UAD: Union for a Democratic Alternative Party; UMD: Union for Democratic Movement Party,6,Police Forces of Djibouti (1999-),,1,16,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Africa Research Bulletin,Other,"The UAD and UMD political parties protest the regime and majority political party. Police violently disperse them. One police officer, one protester killed.",2,1567462122,DJI
5741027,262,DJI43,43,2010-12-01,2010,1,Protests,Peaceful protest,Protesters (Djibouti),UAD: Union for a Democratic Alternative Party,6,,,0,60,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Africa Research Bulletin,Other,The opposition Union for a Democratic Alternative holds a protest against President Guelleh's bid for a third term. Elections will be held April 2011.,0,1567462122,DJI
5253931,262,DJI42,42,2010-05-31,2010,1,Battles,Armed clash,FRUD: Front of the Restoration of Unity and Democracy,,2,Military Forces of Djibouti (1999-),,1,12,Eastern Africa,Djibouti,Obock,Obock,,Bouya,11.8517,43.0531,1,AFP,International,The rebel group FRUD claims it has fought off two attacks in two days by the military which had claimed the lives of three soldiers. No independent source confirmed the rebel claims and there was no comment from the government.,3,1561469028,DJI
5253929,262,DJI40,40,2010-05-29,2010,1,Battles,Armed clash,Military Forces of Djibouti (1999-),,1,FRUD: Front of the Restoration of Unity and Democracy,,2,12,Eastern Africa,Djibouti,Obock,Obock,,Bouya,11.8517,43.0531,1,AFP,International,Army clashes with FRUD rebels in north of Djibouti,0,1561469028,DJI
5253930,262,DJI41,41,2010-05-29,2010,1,Battles,Armed clash,Military Forces of Djibouti (1999-),,1,FRUD: Front of the Restoration of Unity and Democracy,,2,12,Eastern Africa,Djibouti,Obock,Obock,,Obock,11.9631,43.2906,2,AFP,International,Army clashes with FRUD rebels in north of Djibouti,0,1561469028,DJI
5253927,262,DJI38,38,2010-05-28,2010,1,Battles,Armed clash,Military Forces of Djibouti (1999-),,1,FRUD: Front of the Restoration of Unity and Democracy,,2,12,Eastern Africa,Djibouti,Obock,Obock,,Bouya,11.8517,43.0531,1,AFP,International,Army clashes with FRUD rebels in north of Djibouti,0,1561469028,DJI
5253928,262,DJI39,39,2010-05-28,2010,1,Battles,Armed clash,Military Forces of Djibouti (1999-),,1,FRUD: Front of the Restoration of Unity and Democracy,,2,12,Eastern Africa,Djibouti,Obock,Obock,,Obock,11.9631,43.2906,2,AFP,International,Army clashes with FRUD rebels in north of Djibouti,0,1561469028,DJI
5768137,262,DJI36,36,2010-03-21,2010,1,Protests,Peaceful protest,Protesters (Djibouti),,6,,,0,60,Eastern Africa,Djibouti,Tadjourah,Tadjourah,,Tadjourah,11.7853,42.8844,1,Indian Ocean Newsletter,Regional,Residents protest police shooting in their town,0,1567462156,DJI
5768148,262,DJI37,37,2010-03-21,2010,1,Violence against civilians,Attack,Police Forces of Djibouti (1999-),,1,Civilians (Djibouti),,7,17,Eastern Africa,Djibouti,Tadjourah,Tadjourah,,Tadjourah,11.7853,42.8844,1,Indian Ocean Newsletter,Regional,"Policeman opens fire on civilian vehicle, mistaking them for illegal aliens",0,1567462156,DJI
6052934,262,DJI35,35,2010-03-08,2010,1,Explosions/Remote violence,Grenade,Unidentified Armed Group (Djibouti),,3,Civilians (Djibouti),,7,37,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,ADI,New media,Grenade attack aimed at civilians in Djibouti capital,0,1571164539,DJI
6052935,262,DJI34,34,2010-03-04,2010,1,Explosions/Remote violence,Grenade,Unidentified Armed Group (Djibouti),,3,Civilians (Djibouti),,7,37,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,ADI,New media,Grenade attack aimed at civilians in Djibouti capital,0,1571164539,DJI
5560310,262,DJI33,33,2009-08-31,2009,1,Battles,Armed clash,Military Forces of Djibouti (1999-),,1,FRUD: Front of the Restoration of Unity and Democracy,,2,12,Eastern Africa,Djibouti,Obock,Obock,,Obock,11.9631,43.2906,2,IHS Global Insight,International,FRUD claims to have killed four soldiers during armed battle,4,1563305267,DJI
5768143,262,DJI32,32,2009-06-07,2009,1,Battles,Armed clash,Military Forces of Djibouti (1999-),,1,FRUD: Front of the Restoration of Unity and Democracy,,2,12,Eastern Africa,Djibouti,Obock,Obock,,Obock,11.9631,43.2906,2,Indian Ocean Newsletter,Regional,Military strikes known rebel areas; no information on casualties,0,1567462156,DJI
5768146,262,DJI31,31,2009-06-07,2009,1,Battles,Armed clash,Military Forces of Djibouti (1999-),,1,FRUD: Front of the Restoration of Unity and Democracy,,2,12,Eastern Africa,Djibouti,Obock,Obock,,Dalha Zone,12.1861,42.89,2,Indian Ocean Newsletter,Regional,Military strikes known rebel areas; no information on casualties,0,1567462156,DJI
5768138,262,DJI30,30,2009-06-06,2009,1,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Djibouti (1999-),,1,FRUD: Front of the Restoration of Unity and Democracy,,2,12,Eastern Africa,Djibouti,Obock,Alaili Dadda,,Andoli,12.5,42.9833,2,Indian Ocean Newsletter,Regional,"FRUD strikes government forces with landmines, three seriously injured",0,1567462156,DJI
5768136,262,DJI29,29,2009-02-28,2009,1,Explosions/Remote violence,Remote explosive/landmine/IED,FRUD: Front of the Restoration of Unity and Democracy,,2,Civilians (Djibouti),,7,27,Eastern Africa,Djibouti,Tadjourah,Randa,,Randa,11.8469,42.6606,2,Indian Ocean Newsletter,Regional,Construction workers strike landmine planted by FRUD; no deaths,0,1567462156,DJI
5768147,262,DJI28,28,2009-02-25,2009,1,Battles,Armed clash,Military Forces of Djibouti (1999-),,1,FRUD: Front of the Restoration of Unity and Democracy,,2,12,Eastern Africa,Djibouti,Tadjourah,Dorra,,Margoita,12.4056,42.4814,1,Indian Ocean Newsletter,Regional,FRUD attacks Minister for Defence and army officers during meeting,0,1567462156,DJI
6357611,262,DJI27,27,2008-06-18,2008,1,Battles,Armed clash,Military Forces of Djibouti (1999-),,1,Military Forces of Eritrea (1993-),,8,18,Eastern Africa,Djibouti,Ali Sabieh,Ali Sabieh,,Lake Abbe,11.1906,42.7892,2,Reuters,International,No deaths reported,0,1574121966,DJI
5560308,262,DJI26,26,2008-06-13,2008,1,Violence against civilians,Attack,Military Forces of Djibouti (1999-),,1,Civilians (Eritrea),,7,17,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,3,Reuters,International,,10,1563305267,DJI
5253917,262,DJI25,25,2007-03-02,2007,1,Strategic developments,Arrests,Police Forces of Djibouti (1999-),,1,Civilians (Djibouti),MRD: Movement for Democratic Renewal,7,17,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Reporters Sans Frontieres,Other,"Police arrest opposition party members in connection with an article published in the opposition newspaper ""Le Renouveau""",0,1561469028,DJI
5253916,262,DJI24,24,2007-02-02,2007,1,Violence against civilians,Attack,Police Forces of Djibouti (1999-),,1,Civilians (Djibouti),,7,17,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Reporters Sans Frontieres,Other,"Police raid the home of Daher Ahmed Farah, managing editor of the weekly ""Le Renouveau"", a mouthpiece for the opposition party, the Movement for Democratic Renewal (MRD), without a warrant over an article about President Ismael Omar Guellehs brother-in-law",0,1561469028,DJI
5253914,262,DJI22,22,2006-05-15,2006,3,Violence against civilians,Attack,Military Forces of Djibouti (1999-),,1,Civilians (Djibouti),FRUD: Front of the Restoration of Unity and Democracy,7,17,Eastern Africa,Djibouti,Obock,Obock,,Obock,11.9631,43.2906,2,AFP,International,"Security forces arrested about 50 people in an anti-crime crackdown begun in mid-May in Tadjourah and Obock that was criticized by an armed exiled opposition group as ""a vast military offensive"" against it",0,1561469028,DJI
5253915,262,DJI23,23,2006-05-15,2006,3,Violence against civilians,Attack,Military Forces of Djibouti (1999-),,1,Civilians (Djibouti),FRUD: Front of the Restoration of Unity and Democracy,7,17,Eastern Africa,Djibouti,Tadjourah,Tadjourah,,Tadjourah,11.7853,42.8844,2,AFP,International,"Security forces arrested about 50 people in an anti-crime crackdown begun in mid-May in Tadjourah and Obock that was criticized by an armed exiled opposition group as ""a vast military offensive"" against it",0,1561469028,DJI
5918242,262,DJI21,21,2006-02-06,2006,1,Riots,Violent demonstration,Rioters (Djibouti),Students (Djibouti),5,Police Forces of Djibouti (1999-),,1,15,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,AFP,International,"About 1,500 students took to the streets of the capital for a protest against the publication of cartoons depicting the Prophet Mohammed in Denmark. The protest turned violent, prompting police to fire teargas to break up the riots. At least three people were injured, one seriously.",0,1567465405,DJI
6352074,262,DJI20,20,2005-08-02,2005,1,Protests,Peaceful protest,Protesters (Djibouti),,6,,,0,60,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Local Source,Subnational,Political opposition stages protest during presidential elections,0,1574110453,DJI
